id_no,title,title_href,logoimage_src,comp_name,comp_name_href,rating_href,main_2,review,expwdth,ni_job_tuple_icon,locwdth,job_desc,dot_gt,dot_gt_2,dot_gt_3,dot_gt_4,dot_gt_5,dot_gt_6,dot_gt_7,dot_gt_8,job_post_day
3018,Android BSP,https://www.naukri.com/job-listings-android-bsp-larsen-toubro-l-t-pune-maharashtra-bengaluru-4-to-9-years-050124000055,https://img.naukimg.com/logo_images/groups/v1/23318.gif,Larsen & Toubro (L&T),https://www.naukri.com/larsen-toubro-l-t-jobs-careers-22025,https://www.ambitionbox.com/reviews/l-and-t-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,18573  Reviews,4-9 Yrs,Not disclosed,"Pune, Maharashtra, Bengaluru",Hands on Experience in Android SW development in any one of : Android HAL / System Serv...,HAL,Android,Bootloader,Board Bringup,Kernel,Bsp,Development,Development,26 Days Ago
3019,Virtual drive For HILS Engineer on 20th January,https://www.naukri.com/job-listings-virtual-drive-for-hils-engineer-on-20th-january-tata-elxsi-pune-bangalore-bengaluru-trivandrum-thiruvananthapuram-4-to-9-years-050123010052,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,4-9 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",ISTQB foundation level certification is preferred Experience in analysing the requireme...,dspace,capl,canoe,ecu,automotive,Drives,Development,Development,16 Days Ago
3020,Autosar Developer -Tata Elxsi,https://www.naukri.com/job-listings-autosar-developer-tata-elxsi-tata-elxsi-pune-maharashtra-bangalore-rural-karnataka-chennai-tamil-nadu-3-to-8-years-041223001658,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,3-8 Yrs,1-6 Lacs PA,"Hybrid - Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",Experience in leading and mentoring teams in automotive domain Candidates must have Exp...,AUTOSAR,Embedded C,Embedded Development,Development,AUTOSAR Development,Embedded systems,C,Development,26 Days Ago
3021,Embedded Developer (Automotive Domain),https://www.naukri.com/job-listings-embedded-developer-automotive-domain-tata-elxsi-pune-maharashtra-bangalore-bengaluru-karnataka-trivandrum-thiruvananthapuram-kerala-3-to-8-years-041023010001,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,3-8 Yrs,"50,000-2.5 Lacs PA","Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka, Trivandrum/ Thiruvananthapuram, Kerala",Candidate must have Proven experience in C and embedded SW development for minimum 4 ye...,Embedded C,AUTOSAR,Automotive,DNS,C,Development,Embedded systems,Embedded development,26 Days Ago
3022,Cognizant Hiring Fullstack JAVA Developer,https://www.naukri.com/job-listings-cognizant-hiring-fullstack-java-developer-cognizant-hyderabad-telangana-pune-maharashtra-chennai-tamil-nadu-6-to-10-years-040124010152,https://img.naukimg.com/logo_images/groups/v1/4156.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,6-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu",Experience: 5+ years . JD,corejava,SPRINGBOOT,Microservices,Angular,Hibernate,java,Spring Mvc,reactjs,26 Days Ago
3023,Cognizant Hiring- JAVA Full stack Developers,https://www.naukri.com/job-listings-cognizant-hiring-java-full-stack-developers-cognizant-pune-maharashtra-chennai-bengaluru-6-to-10-years-040124010137,https://img.naukimg.com/logo_images/groups/v1/4156.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,6-10 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Chennai, Bengaluru",Experience: 5+ years,Core java,Springboot,Angular,Angularjs,Microservices,Java,Development,Spring Boot,26 Days Ago
3024,Mainframe Developer,https://www.naukri.com/job-listings-mainframe-developer-tech-mahindra-hyderabad-telangana-pune-maharashtra-chennai-tamil-nadu-5-to-10-years-040124008284,https://img.naukimg.com/logo_images/groups/v1/2114.gif,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,27288  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu","Looking for Mainframe Developer with JCL, Cobol, DB2, VSAM, CICSEXP: 5+YearsNP: Immedia...",VSAM,JCL,DB2,Cobol,Cics,DBMS,Mainframe Production Support,Mainframes,26 Days Ago
3025,C# Dot net developer/.net developer,https://www.naukri.com/job-listings-c-dot-net-developer-net-developer-tata-elxsi-pune-chennai-bengaluru-6-to-11-years-040124006738,https://img.naukimg.com/logo_images/groups/v1/197174.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,6-11 Yrs,5-12 Lacs PA,"Pune, Chennai, Bengaluru",". A minimum of 6 years of experience as a C# programmer or developerProficient in C#, w...",C#,.Net,dot net,Development,DoT,Development,Development,Development,26 Days Ago
3026,"Manager, Technical Consulting",https://www.naukri.com/job-listings-manager-technical-consulting-salesforce-pune-bangalore-bengaluru-12-to-15-years-030124500555,https://img.naukimg.com/logo_images/groups/v1/230842.gif,Salesforce,https://www.naukri.com/salesforce-jobs-careers-8981,https://www.ambitionbox.com/reviews/salesforce-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,627  Reviews,12-15 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",. A background as a professional services leader with experience growing a practice and...,Computer science,Business transformation,Operational excellence,Consulting,Agile,Presales,Project delivery,SDLC,27 Days Ago
3027,Azure API / Logic / Function Apps Developer,https://www.naukri.com/job-listings-azure-api-logic-function-apps-developer-infosys-pune-maharashtra-chennai-tamil-nadu-bengaluru-karnataka-5-to-10-years-030124007839,https://www.naukri.com/hotjobs/images/v3/infosys_nov13.gif,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,https://www.ambitionbox.com/reviews/infosys-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,31446  Reviews,5-10 Yrs,Not disclosed,"Pune, Maharashtra, Chennai, Tamil Nadu, Bengaluru, Karnataka",Infosys is seeking a certified technical Azure API / Logic App / Function Apps develope...,Azure Paas,Azure Functions,Azure Logic Apps,Application,Microsoft Azure,PAAS,Development,API,20 Days Ago
3028,Hil Test Engineer,https://www.naukri.com/job-listings-hil-test-engineer-tata-elxsi-pune-maharashtra-bangalore-rural-karnataka-chennai-tamil-nadu-4-to-9-years-030124005296,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,4-9 Yrs,5-15 Lacs PA,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",ISTQB foundation level certification is preferred Experience in analyzing the requireme...,Dspace,CAPL,HIL,Canalyzer,Canoe,Control Desk,Desk,Control,27 Days Ago
3029,Android Developer,https://www.naukri.com/job-listings-android-developer-cognizant-hyderabad-telangana-pune-chennai-6-to-11-years-030124004643,https://www.naukri.com/hotjobs/images/v3/cognizant_apr22.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,6-11 Yrs,14-24 Lacs PA,"Hybrid - Hyderabad, Telangana, Pune, Chennai","6+ years of experience developing mobile applications for Android LiveData, Dagger, Cor...",android,Kotlin,Android Application Development,Mobile Application Development,Mobile applications,Development,Application,Mobile development,28 Days Ago
3030,Tata Elxsi Hiring Embedded Engineer career To Automotive Cybersecurity,https://www.naukri.com/job-listings-tata-elxsi-hiring-embedded-engineer-career-to-automotive-cybersecurity-tata-elxsi-pune-chennai-bengaluru-4-to-9-years-021223007240,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,4-9 Yrs,5-15 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru",Experience in refining system architecture based on cybersecurity requirements and miti...,Embedded C,can,UDS,Embedded systems,Hiring,C,Can Bus,Automotive,29 Days Ago
3031,Job at TATA Elxsi | Embedded Developer,https://www.naukri.com/job-listings-at-tata-elxsi-embedded-developer-tata-elxsi-pune-maharashtra-bangalore-bengaluru-karnataka-trivandrum-thiruvananthapuram-kerala-3-to-8-years-020723001189,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,3-8 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka, Trivandrum/ Thiruvananthapuram, Kerala","Embedded DeveloperExp: 3+ YrsSkills Required: Embedded, Embedded C, ASPICE, UART etcWor...",Embedded C,Embedded Development,Embedded systems,Development,C,Development,Development,Development,28 Days Ago
3032,ADAS Development & Testing,https://www.naukri.com/job-listings-adas-development-testing-tata-elxsi-pune-maharashtra-bangalore-rural-karnataka-chennai-3-to-8-years-020124004056,https://img.naukimg.com/logo_images/groups/v1/197174.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,3-8 Yrs,6-16 Lacs PA,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai","Required Skills:C /C++/ embedded C/Python SW design, development/ testingOperating Sys...",C++,Adas,Algorithm Development,Object Detection,Image Processing,Radar,Lidar,Embedded Systems,28 Days Ago
3033,CI/CD Lead Development,https://www.naukri.com/job-listings-ci-cd-lead-development-tata-elxsi-pune-maharashtra-bangalore-rural-karnataka-trivandrum-thiruvananthapuram-kerala-6-to-11-years-020124002274,https://img.naukimg.com/logo_images/groups/v1/197174.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,6-11 Yrs,8-17 Lacs PA,"Pune, Maharashtra, Bangalore Rural, Karnataka, Trivandrum/ Thiruvananthapuram, Kerala",Strong Experience of scripting /programming language e.g.Python Experience of CI/CD pi...,Cicd Pipeline,Python,Build,Ci/Cd,Release,Pipeline,Continuous Integration,Cd,29 Days Ago
3034,Tcs Is Hiring For Integration Architect - Senior Python Developer,https://www.naukri.com/job-listings-tcs-is-hiring-for-integration-architect-senior-python-developer-tata-consultancy-services-tcs-pune-maharashtra-bengaluru-8-to-12-years-020124001578,https://img.naukimg.com/logo_images/groups/v1/223346.gif,Tata Consultancy Services (TCS),https://www.naukri.com/tata-consultancy-services-tcs-jobs-careers-13542,https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,72424  Reviews,8-12 Yrs,Not disclosed,"Pune, Maharashtra, Bengaluru",Preferred Location=. Minimum 15 years of regular education is Must Good understanding a...,Python Development,Django,Python,Flask,Hiring,Architecture,Integration,TCAE,29 Days Ago
3035,Tcs  Hiring #Tibco Developer-Bangalore/Pune,https://www.naukri.com/job-listings-tcs-hiring-tibco-developer-bangalore-pune-tata-consultancy-services-tcs-pune-maharashtra-bengaluru-6-to-9-years-020124001381,https://img.naukimg.com/logo_images/groups/v1/223346.gif,Tata Consultancy Services (TCS),https://www.naukri.com/tata-consultancy-services-tcs-jobs-careers-13542,https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,72424  Reviews,6-9 Yrs,Not disclosed,"Pune, Maharashtra, Bengaluru",Hello!Greetings from TATA Consultancy ServicesTCS is looking for a Fresher & experience...,TIBCO BW,Tibco Spotfire,Tibco Developer,BW,TCAE,Spotfire,Development,Hiring,29 Days Ago
3036,Walkin Drive For Database Admin in Hexaware - Chennai/Pune (Feb 3),https://www.naukri.com/job-listings-walkin-drive-for-database-admin-in-hexaware-chennai-pune-feb-3-hexaware-technologies-pune-maharashtra-chennai-tamil-nadu-4-to-9-years-290124002224,https://img.naukimg.com/logo_images/groups/v1/12466.gif,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,https://www.ambitionbox.com/reviews/hexaware-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,4671  Reviews,4-9 Yrs,Not disclosed,"Pune, Maharashtra, Chennai, Tamil Nadu",Hexaware looking for a Database Administrator with 5 - 12 years years of experienced to...,Oracle DBA,Database Administration,Postgresql,Mariadb,Teradata,SQL DBA,MySQL Database Administration,Oracle,1 Day Ago
3037,IVI Infotainment-Pune,https://www.naukri.com/job-listings-ivi-infotainment-pune-wipro-kolkata-west-bengal-pune-maharashtra-4-to-9-years-211223010384,https://img.naukimg.com/logo_images/groups/v1/41608.gif,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,https://www.ambitionbox.com/reviews/wipro-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,38535  Reviews,4-9 Yrs,Not disclosed,"Kolkata, West Bengal, Pune, Maharashtra","Good understanding & usage of code versioning / process/IDE tools: Git, JIRA, Android S...",IVI,Infotainment,Multimedia,Android Auto,HAL,Bluetooth,AOSP,Telematics,2 Days Ago
3038,Hyperion Administrator,https://www.naukri.com/job-listings-hyperion-administrator-wipro-pune-maharashtra-chennai-bengaluru-7-to-12-years-140124001438,https://img.naukimg.com/logo_images/groups/v1/41608.gif,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,https://www.ambitionbox.com/reviews/wipro-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,38535  Reviews,7-12 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Chennai, Bengaluru",Knowledge with DRM and FDMEE instllation preferred. 7+ years of Hyperion Admin experien...,Hyperion Essbase,Hyperion,HFm,Essbase,Administration,Development,Development,Development,16 Days Ago
3039,Dot Net Developer,https://www.naukri.com/job-listings-dot-net-developer-synechron-pune-bangalore-bengaluru-5-to-6-years-110124500682,https://img.naukimg.com/logo_images/groups/v1/419316.gif,Synechron,https://www.naukri.com/synechron-jobs-careers-443,https://www.ambitionbox.com/reviews/synechron-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,2270  Reviews,5-6 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Bachelor s degree in Computer Science or related field . 5+ years of .NET software deve...,Architecture,SOA,Time management,XML,Javascript,HTML,JSON,Application development,19 Days Ago
3040,Cognizant Hiring For D2/D2LS Support,https://www.naukri.com/job-listings-cognizant-hiring-for-d2-d2ls-support-cognizant-pune-maharashtra-bangalore-rural-karnataka-chennai-tamil-nadu-8-to-13-years-110124010576,https://www.naukri.com/hotjobs/images/v3/cognizant_apr22.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,8-13 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",Experience in working for Supporting Documentum Clients and handling L2 and L3 tickets ...,Support,d2ls,d2,Hiring,8D,Development,Development,Development,19 Days Ago
3041,Cognizant Hiring For D2/D2LS Developer,https://www.naukri.com/job-listings-cognizant-hiring-for-d2-d2ls-developer-cognizant-pune-maharashtra-bangalore-rural-karnataka-chennai-tamil-nadu-8-to-13-years-110124010541,https://www.naukri.com/hotjobs/images/v3/cognizant_apr22.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,8-13 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",Worked with Java / Documentum Techstack with DFC will be preferable . Good Communicatio...,developer,d2ls,d2,Hiring,8D,Development,Development,Development,19 Days Ago
3042,Cognizant Hiring For Kofax,https://www.naukri.com/job-listings-cognizant-hiring-for-kofax-cognizant-pune-maharashtra-bangalore-rural-karnataka-chennai-tamil-nadu-8-to-13-years-110124010335,https://www.naukri.com/hotjobs/images/v3/cognizant_apr22.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,8-13 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu","3 to 10 years of Experience in Kofax Total Agility x, Kofax Capture x / x and KTM 5 / x...",Kofax,kofax components,.net,Components,Hiring,Development,Development,Development,19 Days Ago
3043,Cognizant Hiring For SmartCOMM,https://www.naukri.com/job-listings-cognizant-hiring-for-smartcomm-cognizant-pune-maharashtra-bangalore-rural-karnataka-chennai-tamil-nadu-8-to-13-years-110124010296,https://www.naukri.com/hotjobs/images/v3/cognizant_apr22.gif,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,https://www.ambitionbox.com/reviews/cognizant-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,41267  Reviews,8-13 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore Rural, Karnataka, Chennai, Tamil Nadu",Ideal candidate should have excellent CCM development experience with strong interperso...,Development,CCM,smartcomm,Hiring,Python,Development,Development,Development,19 Days Ago
